name
Pelé
Franck Yannick Kessié
Riyad Mahrez
Giovanni Simeone
Ciro Immobile
João Cancelo
Jadon Sancho
Declan Rice
Morata
Lorenzo Insigne
Matthijs de Ligt
Julian Draxler
Paulo Dybala
Wojciech Szczesny
Kaká
Rivaldo
Jesús Navas González
Axel Witsel
N'Golo Kanté
David Silva
Ilkay Gündogan
Gianfranco Zola
Gianluca Zambrotta
Henrik Larsson
Hernán Crespo
Hristo Stoichkov
Hugo Sánchez
Ian Rush
Ian Wright
Javier Zanetti
Jay-Jay Okocha
John Barnes
Pep Guardiola
Riquelme
Kenny Dalglish
Luis Hernández
Marcel Desailly
Michael Essien
Miroslav Klose
Paul Scholes
Philipp Lahm
Ryan Giggs
Bobby Moore
Samuel Eto'o
Sócrates
Carlos Alberto Torres
Sol Campbell
Thierry Henry
Claude Makélélé
David Beckham
Davor Šuker
Dennis Bergkamp
Didier Drogba
Edwin van der Sar
Emilio Butragueño
Robin van Persie
Fabio Cannavaro
Iker Casillas
Filippo Inzaghi
Gary Lineker
Gennaro Gattuso
Leon Goretzka
Thomas Müller
Paul Pogba
Jadon Sancho
Marco Verratti
Ángel Di María
Marquinhos
Sergio Agüero
Frenkie de Jong
Alan Shearer
Alessandro Del Piero
Anderson Luís de Souza
Ashley Cole
Bastian Schweinsteiger
Luka Modric
David Alaba
Hugo Lloris
Andrew Robertson
Trent Alexander-Arnold
Rúben Dias
Diogo Jota
Emiliano Martínez
Lucas Paquetá
Mac-Intosch
Mateus Uribe
Josh Laurent
Felipe
Kevin Trapp
Leonardo Bonucci
Gregoire Defrel
Andrej Kramaric
Raúl Jiménez
Karim Benzema
Javier Manquillo Gaitán
Antoine Griezmann
Ilkay Gündogan
Vinícius Júnior
Victor Osimhen
Antony
Hakan Çalhanoglu
Dejan Kulusevski
Alphonso Davies
Jonathan Bamba
Robin Gosens
Robin Gosens
Iago Aspas Juncal
Yann Sommer
Luis Alberto
Christopher Nkunku
Marcos Acuña
Marco van Ginkel
Lincoln
Karlan Grant
Christopher Nkunku
Moussa Diaby
Antonio Rüdiger
Christopher Nkunku
Marko Arnautovic
Kevin-Prince Boateng
